BASE_WORD	INPUT_WORD	TYPE	RELATION_ID	IN_WORD_NET	CNT
protest	riot	hyponyms	11373	0	7
wake	get up	synonyms	10449	0	7
protest	sit in	hyponyms	10870	0	7
spacecraft	booster	meronyms	10891	0	7
supported	alone	antonyms	11014	0	7
limited	open	antonyms	11138	0	7
plaster	drywall	hyponyms	11143	0	7
seafood	tuna	hyponyms	11501	0	7
water	pump	meronyms	12151	0	7
dissolution	break up	hyponyms	11894	0	7
writings	chapters	meronyms	11924	0	7
fur	hair	synonyms	13814	0	7
door	knob	meronyms	57	0	7
museum	exhibits	meronyms	982	0	7
radio	music	meronyms	1040	0	7
monkey	arms	meronyms	2502	0	7
park	slide	meronyms	2303	0	7
chicken	feather	meronyms	2312	0	7
park	kids	meronyms	2030	0	7
magazine	pictures	meronyms	5447	0	7
grain	quinoa	hyponyms	8739	0	7
sleep	alert	antonyms	10751	0	7
four	cuatro	synonyms	11950	0	7
hitch	wedding	hyponyms	12138	0	7
pony	donkey	synonyms	11849	0	7
cat	eyes	meronyms	249	0	7
house	door	meronyms	1154	0	7
house	bedroom	meronyms	1158	0	7
chicken	leg	meronyms	1338	0	7
tank	wheels	meronyms	1098	0	7
moon	dust	meronyms	2095	0	7
library	desk	meronyms	2108	0	7
map	streets	meronyms	2822	0	7
hunter	legs	meronyms	3020	0	7
bed	mattress	meronyms	3295	1	7
solar	jupiter	meronyms	4146	0	7
writings	paper	meronyms	11377	0	6
month	thursday	meronyms	10733	0	6
chinese	food	hyponyms	10995	0	6
plaster	bandaid	hyponyms	11901	0	6
protest	demonstration	hyponyms	12705	1	6
month	middle	meronyms	12819	0	6
dish	bottom	meronyms	12332	0	6
ice	hydrogen	meronyms	12300	0	6
atmosphere	air	meronyms	293	0	6
purse	pouch	meronyms	1684	0	6
town	street	meronyms	740	0	6
king	crown	meronyms	828	0	6
school	hallway	meronyms	1270	0	6
car	seat	meronyms	977	0	6
museum	art	meronyms	981	0	6
quarter	face	meronyms	1349	0	6
volcano	ash	meronyms	1842	0	6
horse	teeth	meronyms	1967	0	6
video	picture	meronyms	1739	1	6
stew	potatoes	meronyms	2786	0	6
product	price	meronyms	2858	0	6
pumpkin	skin	meronyms	3396	0	6
sphere	circle	meronyms	2978	0	6
tree	root	meronyms	3168	0	6
stadium	field	meronyms	3336	1	6
flower	stem	meronyms	3389	0	6
water	well	meronyms	11754	0	6
writings	periods	meronyms	11632	0	6
writings	books	meronyms	11862	0	6
looking	see	synonyms	13078	0	6
writings	notes	synonyms	12622	0	6
spacecraft	shuttle	meronyms	12389	0	6
marching	band	hyponyms	14007	0	6
bike	chain	meronyms	14050	1	6
disturb	bother	synonyms	14124	0	6
wake	awake	synonyms	15191	0	6
beach	sand	meronyms	123	1	6
elephant	eyes	meronyms	144	0	6
kitchen	sink	meronyms	192	0	6
cat	tail	meronyms	404	0	6
city	mayor	meronyms	501	0	6
violin	neck	meronyms	645	0	6
camera	lens	meronyms	716	0	6
city	city hall	meronyms	764	0	6
purse	inside	meronyms	1260	0	6
alligator	body	meronyms	1419	0	6
alligator	snout	meronyms	1420	0	6
iphone	apple	meronyms	2164	0	6
female	feet	meronyms	1850	0	6
monkey	hand	meronyms	2691	0	6
mansion	pool	meronyms	3030	0	6
flower	petal	meronyms	3387	0	6
relative	grandmother	hyponyms	8102	0	6
woods	tree	hyponyms	11394	0	6
writings	word	meronyms	10835	0	6
writings	stories	synonyms	11110	0	6
hitch	undo	antonyms	11951	0	6
sleep	restless	hyponyms	12020	0	6
desirable	repulsive	antonyms	11539	0	6
controversial	noncontroversial	antonyms	12567	0	6
woods	flowers	meronyms	12366	0	6
writings	book	synonyms	11578	0	6
desirable	undesireable	antonyms	12717	0	6
dictionary	definitions	meronyms	205	0	6
school	principal	meronyms	917	0	6
meal	main course	meronyms	961	0	6
train	cars	meronyms	1180	0	6
alligator	back	meronyms	1291	0	6
sentence	end	meronyms	1568	0	6
pool	ladder	meronyms	2131	0	6
skateboard	wheel	meronyms	2181	0	6
robot	eyes	meronyms	2751	0	6
map	rivers	meronyms	2823	0	6
magazine	pages	meronyms	3540	0	6
opera	singer	meronyms	3564	0	6
shack	door	meronyms	3568	0	6
mansion	bathroom	meronyms	4411	0	6
pizza	toppings	meronyms	3957	0	6
preceding	following	antonyms	8506	0	6
similarity	similar	hyponyms	11198	0	6
seafood	oyster	hyponyms	11977	0	6
dish	ceramic	meronyms	11525	0	6
seafood	oysters	hyponyms	13065	0	6
spacecraft	metal	meronyms	12257	0	6
paris	france	meronyms	12439	0	6
bike	seat	meronyms	14132	0	6
school	auditorium	meronyms	19	0	6
tree	flowers	meronyms	164	0	6
town	building	meronyms	1626	0	6
video	music	meronyms	1693	0	6
park	playground	meronyms	996	0	6
event	people	meronyms	1197	0	6
meal	salad	meronyms	1363	0	6
finger	tip	meronyms	1495	0	6
book	middle	meronyms	1584	0	6
party	hats	meronyms	1758	0	6
keyboard	keys	meronyms	3587	0	6
novel	words	meronyms	3046	0	6
face	chin	meronyms	3187	1	6
train	wheels	meronyms	4218	0	6
flag	fabric	meronyms	4227	0	6
lawn	grass	meronyms	6344	0	6
instrument	piano	hyponyms	8895	0	6
magnetic	opposite	antonyms	10712	0	6
yellow	mustard	synonyms	10853	0	6
similarity	color	hyponyms	12175	0	6
writings	musings	synonyms	12104	0	6
month	time	meronyms	11460	0	6
chain	silver	meronyms	11930	0	6
lake	shore	meronyms	307	0	6
pants	pockets	meronyms	453	0	6
email	subject	meronyms	670	0	6
yard	garden	meronyms	1093	0	6
poem	rhyme	meronyms	1191	1	6
honeybee	abdomen	meronyms	1390	0	6
oven	stove	meronyms	1557	0	6
monkey	hair	meronyms	2500	0	6
car	motor	meronyms	2536	0	6
computer	ram	meronyms	2269	0	6
knife	metal	meronyms	1854	0	6
meal	rice	meronyms	1987	0	6
nation	state	meronyms	3579	0	6
bathroom	floor	meronyms	3252	0	6
airplane	wheels	meronyms	3781	0	6
writings	chapter	meronyms	11161	0	6
army	tanks	meronyms	154	0	6
game	winner	meronyms	412	0	6
flag	colors	meronyms	1137	0	6
recipe	food	meronyms	1177	0	6
game	score	meronyms	1358	0	6
table	surface	meronyms	1116	0	6
meal	vegetable	meronyms	1493	0	6
robot	computer	meronyms	2092	0	6
meal	vegetables	meronyms	1978	0	6
school	building	meronyms	1989	0	6
hunter	head	meronyms	3684	0	6
instrument	flute	hyponyms	8154	0	6
magnetic	repulsive	antonyms	11225	0	6
hitch	hike	hyponyms	11447	0	6
pony	baby	synonyms	11704	0	6
pony	mule	synonyms	11850	0	6
writings	ending	meronyms	13236	0	6
mouth	saliva	meronyms	385	0	6
desk	surface	meronyms	1000	0	6
house	living room	meronyms	1153	0	6
video	plot	meronyms	1399	0	6
iphone	apps	meronyms	1045	0	6
story	characters	meronyms	1121	0	6
region	people	meronyms	2085	0	6
school	books	meronyms	1881	0	6
eagle	feather	meronyms	1768	0	6
train	caboose	meronyms	3091	0	6
tree	branch	meronyms	3170	0	6
face	lips	meronyms	3186	0	6
radio	tuner	meronyms	2920	1	6
flag	color	meronyms	4872	0	6
earnings	salary	synonyms	8139	1	6
climate	dry	hyponyms	9389	0	6
limited	limitless	antonyms	11218	0	6
wake	arise	synonyms	10987	0	6
pony	foal	synonyms	12172	0	6
spacecraft	fire	meronyms	12078	0	6
similarity	dissimilar	antonyms	11565	0	6
woody	tree	synonyms	12307	0	6
climb	tree	hyponyms	12421	0	6
woods	ground	meronyms	12433	0	6
woods	oak	hyponyms	12470	0	6
ballet	dance	meronyms	13452	0	6
bus	wheels	meronyms	30	0	6
army	soldiers	meronyms	156	0	6
shark	teeth	meronyms	161	0	6
film	credits	meronyms	482	1	6
town	road	meronyms	1627	0	6
honeybee	antenna	meronyms	1312	0	6
moon	rock	meronyms	1344	0	6
pipe	tube	meronyms	1413	0	6
map	legend	meronyms	2332	0	6
volcano	fire	meronyms	1975	0	6
yard	flowers	meronyms	3454	0	6
bathroom	bathtub	meronyms	3255	1	6
male	hand	meronyms	3043	0	6
solar	saturn	meronyms	4150	0	6
gym	floor	meronyms	3709	0	6
painting	subject	meronyms	4606	0	6
newspaper	news	meronyms	5307	0	6
university	students	meronyms	5378	0	6
electricity	energy	synonyms	10744	0	6
inning	fouls	meronyms	11086	0	6
marching	walking	hyponyms	12005	0	6
apple	flesh	meronyms	5040	0	5
relative	daughter	hyponyms	8098	0	5
climate	arctic	hyponyms	8072	0	5
desirable	unattractive	antonyms	10721	0	5
seafood	crabs	hyponyms	10638	0	5
month	fortnight	meronyms	10881	0	5
rod	staff	meronyms	12181	0	5
woody	foresty	synonyms	11685	0	5
magnetic	nonmagnetic	antonyms	12154	1	5
dish	glass	meronyms	11845	0	5
swivel	twist	synonyms	11851	0	5
hanging	execution	hyponyms	13152	0	5
looking	viewing	synonyms	12791	0	5
rod	string	meronyms	12931	0	5
lord	king	synonyms	12592	0	5
woods	bushes	meronyms	12360	0	5
mansion	rich	hyponyms	12411	0	5
ice	air	meronyms	13484	0	5
foul	odor	hyponyms	14652	0	5
neighborhood	neighbors	meronyms	3508	0	5
hunter	bow	meronyms	3369	0	5
restaurant	bathroom	meronyms	3821	0	5
rifle	barrel	meronyms	6139	0	5
lizard	eyes	meronyms	6598	0	5
instrument	guitar	hyponyms	8919	0	5
principal	primary	synonyms	8931	1	5
localized	centralized	synonyms	11167	0	5
writings	script	synonyms	11182	0	5
four	quarter	synonyms	11223	0	5
lord	lady	antonyms	11036	1	5
desirable	disgusting	antonyms	10602	0	5
chain	gold	meronyms	12204	0	5
writings	thesis	meronyms	11764	0	5
water	dam	meronyms	11569	0	5
spacecraft	cockpit	meronyms	13055	0	5
water	drain	meronyms	13693	0	5
book	characters	meronyms	552	0	5
restaurant	cooks	meronyms	133	0	5
shark	eyes	meronyms	157	0	5
pants	legs	meronyms	456	0	5
city	road	meronyms	1611	0	5
knife	steel	meronyms	785	0	5
city	cars	meronyms	802	0	5
house	dining room	meronyms	1157	0	5
oven	heat	meronyms	1023	0	5
car	windshield	meronyms	1503	0	5
female	ears	meronyms	2116	0	5
meal	plate	meronyms	2168	0	5
wheel	hub	meronyms	1819	0	5
tree	wood	meronyms	2266	0	5
party	presents	meronyms	1757	0	5
map	compass	meronyms	3411	0	5
document	footer	meronyms	3456	0	5
wedding	bride	meronyms	3556	1	5
president	tie	meronyms	3303	0	5
plant	leaves	meronyms	3348	0	5
male	chest	meronyms	3383	0	5
novel	author	meronyms	4827	0	5
stadium	players	meronyms	5912	0	5
horizontal	upright	antonyms	8124	0	5
grain	corn	hyponyms	8793	1	5
appliance	stove	hyponyms	8874	0	5
muscle	tricep	hyponyms	9003	0	5
limited	vast	antonyms	11219	0	5
inning	players	meronyms	11398	0	5
climb	ladder	hyponyms	10962	0	5
foul	duck	hyponyms	11753	0	5
woody	desert	antonyms	12587	0	5
hitch	knot	hyponyms	12368	0	5
mansion	huge	hyponyms	14697	0	5
court	defendant	meronyms	538	0	5
flower	leaves	meronyms	608	0	5
lizard	scales	meronyms	361	0	5
eye	white	meronyms	508	0	5
video	screen	meronyms	1400	0	5
textbook	spine	meronyms	1532	0	5
robot	hands	meronyms	2093	0	5
school	student	meronyms	1751	0	5
car	trunk	meronyms	2763	1	5
tree	stem	meronyms	3448	0	5
region	area	meronyms	2912	0	5
novel	end	meronyms	3308	0	5
apple	fruit	meronyms	5607	0	5
event	beginning	meronyms	4359	0	5
museum	painting	meronyms	4536	0	5
greenhouse	roof	meronyms	4282	0	5
poem	stanza	meronyms	4315	1	5
zebra	mouth	meronyms	5922	0	5
notebook	cover	meronyms	6027	0	5
fat	slender	antonyms	8504	0	5
instrument	trumpet	hyponyms	9055	0	5
instrument	clarinet	hyponyms	9056	0	5
writings	verbs	meronyms	10594	0	5
writings	conclusion	meronyms	10800	0	5
hitch	married	hyponyms	10829	0	5
protest	silent	hyponyms	10911	0	5
woody	open	antonyms	10959	0	5
writings	works	synonyms	11429	0	5
woody	grassy	antonyms	11719	0	5
seafood	tilapia	hyponyms	11559	0	5
pony	miniature horse	synonyms	12685	0	5
climb	steep	hyponyms	12867	0	5
ballet	dancer	meronyms	14083	0	5
book	prologue	meronyms	49	0	5
party	snacks	meronyms	812	0	5
city	homes	meronyms	1407	0	5
liquid	oxygen	meronyms	1462	0	5
car	window	meronyms	1500	1	5
desk	table	meronyms	1522	0	5
eye	sclera	meronyms	2060	1	5
female	hands	meronyms	2115	0	5
video	film	meronyms	1888	0	5
museum	exhibit	meronyms	2760	0	5
pumpkin	pulp	meronyms	2797	0	5
wedding	groom	meronyms	3555	1	5
event	end	meronyms	4358	0	5
farm	house	meronyms	3887	0	5
knight	shield	meronyms	4854	0	5
harbor	ship	meronyms	5061	0	5
guitar	neck	meronyms	6062	0	5
clothing	shirt	hyponyms	8188	0	5
plaster	clay	hyponyms	11235	0	5
inning	hitting	meronyms	11266	0	5
hanging	swinging	synonyms	11388	0	5
foul	goose	hyponyms	10707	0	5
60	second	meronyms	11049	0	5
woods	plants	meronyms	10619	0	5
foul	baseball	hyponyms	12179	0	5
spacecraft	tail	meronyms	11506	0	5
foul	safe	antonyms	11709	0	5
yellow	canary	synonyms	11590	0	5
obstruction	obstacle	hyponyms	12839	1	5
hanging	dangling	synonyms	12385	1	5
hanging	lynching	synonyms	13357	0	5
ballet	dancing	meronyms	14019	0	5
robot	wires	meronyms	1005	0	5
pizza	dough	meronyms	1141	0	5
honeybee	feet	meronyms	1432	0	5
wheel	metal	meronyms	1454	0	5
product	name	meronyms	1562	0	5
aquarium	food	meronyms	2335	0	5
president	hands	meronyms	2618	0	5
eagle	mouth	meronyms	1803	0	5
chicken	thighs	meronyms	1809	0	5
wheel	round	meronyms	2558	0	5
president	white house	meronyms	2207	0	5
yard	dirt	meronyms	3455	0	5
earnings	profit	synonyms	8921	1	5
lord	master	synonyms	10454	0	5
bike	wheels	meronyms	10464	0	5
writings	body	meronyms	10797	0	5
woody	clear	antonyms	10958	0	5
rod	fishing	meronyms	11948	0	5
writings	poem	synonyms	12211	0	5
electricity	electric	synonyms	13195	0	5
yellow	color	synonyms	12900	0	5
inning	hit	meronyms	12660	0	5
woods	dirt	meronyms	12363	0	5
pony	mare	synonyms	13318	0	5
month	holiday	meronyms	13583	0	5
school	gymnasium	meronyms	16	0	5
truck	steering wheel	meronyms	556	0	5
truck	wheels	meronyms	558	0	5
neighborhood	people	meronyms	229	0	5
fish	eyes	meronyms	328	0	5
video	pixel	meronyms	793	0	5
airport	planes	meronyms	662	0	5
novel	story	meronyms	1169	0	5
town	homes	meronyms	1438	0	5
iphone	button	meronyms	1043	0	5
museum	paintings	meronyms	1505	0	5
car	doors	meronyms	2463	0	5
female	boobs	meronyms	2193	0	5
monkey	butt	meronyms	2222	0	5
game	player	meronyms	1962	0	5
yard	fence	meronyms	3452	0	5
laptop	screen	meronyms	3595	0	5
dictionary	pages	meronyms	3052	0	5
novel	beginning	meronyms	3311	0	5
document	heading	meronyms	3343	0	5
house	roof	meronyms	4369	0	5
appliance	toaster	hyponyms	8854	0	5
writings	pen	meronyms	11200	0	5
yellow	sunshine	synonyms	11308	0	5
plaster	plastic	hyponyms	11365	0	5
hitch	remove	antonyms	11381	0	5
plaster	bandage	hyponyms	10611	0	5
immature	old	antonyms	10780	0	5
woods	bush	meronyms	10951	0	5
month	calendar	meronyms	12226	0	5
foul	turkey	hyponyms	11751	0	5
dissolution	dissolve	hyponyms	12153	0	5
similarity	dissimilarity	antonyms	11614	1	5
mansion	large	hyponyms	12408	0	5
integrity	honor	hyponyms	13715	0	5
aquarium	dolphins	meronyms	85	0	5
solar	moons	meronyms	545	0	5
dog	tail	meronyms	576	0	5
elephant	tail	meronyms	148	0	5
email	body	meronyms	664	0	5
park	people	meronyms	993	0	5
airport	airplane	meronyms	1014	0	5
painting	colors	meronyms	1108	0	5
region	city	meronyms	1547	0	5
desk	chair	meronyms	2079	0	5
horse	hair	meronyms	2240	0	5
yard	back	meronyms	2283	0	5
neighborhood	school	meronyms	3509	0	5
hunter	hands	meronyms	3012	0	5
president	body	meronyms	3322	0	5
president	suit	meronyms	3302	0	5
robot	sensors	meronyms	11	0	5
bus	seats	meronyms	33	0	5
shark	nose	meronyms	160	0	5
building	door	meronyms	312	0	5
fish	mouth	meronyms	332	0	5
quarter	heads	meronyms	1640	0	5
town	downtown	meronyms	1599	0	5
product	brand	meronyms	2117	0	5
school	desk	meronyms	2489	0	5
stew	water	meronyms	2785	0	5
tank	armor	meronyms	3651	0	5
hotel	lobby	meronyms	3552	0	5
dictionary	paper	meronyms	3088	0	5
solar	mercury	meronyms	4176	0	5
male	ears	meronyms	4260	0	5
sphere	diameter	meronyms	3991	0	5
face	hair	meronyms	4636	0	5
house	hall	meronyms	5096	0	5
notebook	paper	meronyms	6029	0	5
body	pool	hyponyms	8153	0	5
instrument	saxophone	hyponyms	8156	0	5
clothing	pants	hyponyms	8185	0	5
relative	mom	hyponyms	8749	0	5
month	weekdays	meronyms	10446	0	5
foul	hit	hyponyms	10823	0	5
funk	stink	synonyms	10976	0	5
rod	shaft	meronyms	11641	0	5
pony	small horse	synonyms	11646	0	5
magnetic	repel	antonyms	11819	0	5
writings	end	meronyms	11904	0	5
controversial	accepted	antonyms	13180	0	5
swivel	spin	synonyms	13734	0	5
door	frame	meronyms	40	0	5
shark	tail	meronyms	159	0	5
kitchen	oven	meronyms	193	0	5
neighborhood	streets	meronyms	228	0	5
knife	hilt	meronyms	1647	0	5
video	image	meronyms	791	0	5
book	introduction	meronyms	1215	0	5
school	desks	meronyms	914	0	5
chicken	wing	meronyms	1341	0	5
quarter	edge	meronyms	1351	0	5
computer	memory	meronyms	1513	1	5
park	lake	meronyms	1518	0	5
textbook	page	meronyms	2104	0	5
museum	entrance	meronyms	2149	0	5
moon	rocks	meronyms	2493	0	5
document	signature	meronyms	2203	0	5
liquid	fluid	meronyms	2033	0	5
refrigerator	food	meronyms	3460	0	5
shack	roof	meronyms	3569	0	5
train	track	meronyms	3090	0	5
soldier	helmet	meronyms	3276	0	5
male	mouth	meronyms	4258	0	5
court	bench	meronyms	4548	1	5
finger	bones	meronyms	3826	0	5
building	window	meronyms	3929	1	5
mansion	door	meronyms	5363	0	5
appliance	washer	hyponyms	8120	0	5
stroll	meander	synonyms	8138	0	5
climate	wet	hyponyms	9390	0	5
test	exam	synonyms	8619	1	5
relative	dad	hyponyms	8746	0	5
instrument	cello	hyponyms	8896	0	5
woody	soft	antonyms	15755	0	4
rise	lower	antonyms	14077	0	4
60	hour	meronyms	14118	0	4
disability	mental	hyponyms	14825	0	4
electricity	juice	synonyms	14600	0	4
turtle	nose	meronyms	446	0	4
beach	water	meronyms	478	0	4
video	start	meronyms	1651	0	4
party	guests	meronyms	1660	0	4
game	timer	meronyms	706	0	4
event	time	meronyms	1200	0	4
moon	stone	meronyms	1343	0	4
video	characters	meronyms	1402	0	4
meal	lunch	meronyms	1490	0	4
region	state	meronyms	1551	0	4
park	swing	meronyms	2068	0	4
quarter	ridges	meronyms	2459	0	4
chicken	egg	meronyms	1810	0	4
radio	fm	meronyms	2221	0	4
skateboard	bearings	meronyms	2258	0	4
volcano	vent	meronyms	1841	0	4
museum	history	meronyms	2761	0	4
robot	arm	meronyms	2843	0	4
cookie	dough	meronyms	3530	0	4
oven	window	meronyms	2950	0	4
bathroom	mirror	meronyms	3254	0	4
sentence	adjective	meronyms	3314	0	4
airplane	nose	meronyms	3152	0	4
bed	legs	meronyms	3294	0	4
story	character	meronyms	4443	0	4
story	words	meronyms	4446	0	4
farm	barn	meronyms	3894	0	4
restaurant	waiter	meronyms	4042	0	4
painting	color	meronyms	4605	0	4
dungeon	dark	meronyms	5208	0	4
house	windows	meronyms	4742	0	4
plant	flower	meronyms	4959	0	4
magazine	paper	meronyms	4973	0	4
bus	seat	meronyms	6389	0	4
cabinet	wood	meronyms	6047	0	4
raspberry	stem	meronyms	6004	0	4
rocket	fuel	meronyms	7090	0	4
horizontal	standing	antonyms	8125	0	4
sport	swimming	hyponyms	8205	0	4
public	private	antonyms	8530	1	4
relative	son	hyponyms	8798	0	4
stroll	wander	synonyms	9080	0	4
writings	letter	meronyms	11160	0	4
similarity	close	hyponyms	11164	0	4
yellow	ochre	synonyms	11180	0	4
chain	loop	meronyms	11260	0	4
month	holidays	meronyms	10606	0	4
pony	filly	synonyms	10876	0	4
climb	rope	hyponyms	10961	0	4
looking	search	hyponyms	10991	0	4
rise	sink	antonyms	12203	0	4
aggression	fighting	hyponyms	11998	0	4
spacecraft	alien	meronyms	11677	0	4
chain	clip	meronyms	11624	0	4
localized	contained	synonyms	12771	0	4
protest	rally	hyponyms	12778	0	4
skin	color	meronyms	13139	0	4
water	stream	meronyms	13390	0	4
rod	bottom	meronyms	13564	0	4
fur	coat	synonyms	14794	0	4
song	words	meronyms	5790	1	4
clothing	shoes	hyponyms	8179	0	4
think	ponder	synonyms	8632	0	4
magnetic	dull	antonyms	11156	0	4
plaster	paint	hyponyms	11189	0	4
four	quartet	synonyms	11359	1	4
digit	number	hyponyms	11067	0	4
month	night	meronyms	10882	0	4
integrity	honesty	hyponyms	10973	0	4
dish	rim	meronyms	10979	0	4
foul	flagrant	hyponyms	11416	0	4
60	time	meronyms	14767	0	4
building	roof	meronyms	62	1	4
elephant	ears	meronyms	150	0	4
cat	fur	meronyms	250	0	4
book	epilogue	meronyms	1680	0	4
shoe	insole	meronyms	1322	1	4
eye	lash	meronyms	1352	0	4
party	guest	meronyms	1415	0	4
horse	snout	meronyms	1447	0	4
airport	people	meronyms	2066	0	4
sentence	letters	meronyms	2125	0	4
region	weather	meronyms	2383	0	4
city	block	meronyms	1908	0	4
quarter	date	meronyms	1956	0	4
map	lakes	meronyms	3410	0	4
robot	leg	meronyms	2840	0	4
pie	crust	meronyms	3543	0	4
coat	zipper	meronyms	3593	0	4
court	gavel	meronyms	2921	0	4
iphone	camera	meronyms	2967	0	4
pumpkin	shell	meronyms	3092	0	4
pumpkin	meat	meronyms	3093	0	4
greenhouse	windows	meronyms	3119	0	4
sentence	letter	meronyms	3288	0	4
novel	plot	meronyms	3307	0	4
hunter	shoes	meronyms	3036	0	4
hunter	weapon	meronyms	3121	0	4
quarter	coin	meronyms	4191	0	4
novel	pages	meronyms	4113	0	4
cat	mouth	meronyms	5201	0	4
